xi,xj,LLM_model
In the shadows,"In the shadows, there is an older brother, a younger sister who is an alcoholic, a former teacher and a woman's bodyguard. He is in a good place, but the more he starts drinking, the harder it is for him to move",GPT-2
In the shadows,"In the shadows of the moon, a young man is born.
He is a child of the night, a child of the moon.
He is a child of the night, a child of the moon.
He is a child of",OPT
She closed her,"She closed her eyes and smiled. ""I can't tell you how much it means to me to win.""
CHAPTER FIFTEEN

The next day, a Sunday, Sam got up before seven, and put the kids to bed and",GPT-Neo
She closed her,"She closed her eyes and slowly put her hands on her hips, reaching back to caress her clit. She looked up and saw her lips moving, her hands resting on her hips and sucking on her nipples.

""Uhm..""",GPT-2
She closed her,"She closed her eyes and opened her mouth.
I'm not sure if you're joking or not, but that's not how it works.
I'm not joking.  I've seen it happen.  It's not a very common",OPT
The city slept,"The city slept, and the street slept, and the sun and the moon slept; they neither knew nor cared for a thing that happened on this earth, or knew, nor cared, nor did anything in the world, and they were just as free",GPT-Neo
The city slept,"The city slept.

The street in the city where the city is located was abandoned in April by the owners of that property.

The city is now planning a renovation and replacing a lot with parking in the area.

The property",GPT-2
The city slept,"The city slept on this.
I think it's because it's a pretty small venue. I'm sure they'll be fine.",OPT
As they danced,"As they danced, I couldn’t imagine what I was missing. With its bright colors and pop culture references, The Bachelor is the most important and groundbreaking television show on television today.

And I was excited that it was coming up this",GPT-Neo
As they danced,"As they danced on the other side of the room, a white man suddenly yelled ""Help me, son of a bitch!"" before the two men threw him on the floor as both men were hit, but his body lay on his back. When they",GPT-2
As they danced,"As they danced, the two men were joined by a third man, who was also a member of the group.

The man, who was not identified, was seen holding a gun and wearing a black hoodie.

The men",OPT
The river flowed,"The river flowed out of the mountain in a series of long, graceful curves, carrying the city and the valley on its broad, glancing tide. It was at the center of a wide, shallow valley. From the south, the blue waters looked",GPT-Neo
The river flowed,"The river flowed in a stream and formed into a thick ice wall, it began to melt more slowly. On the same day, the river overflowed, with a white stream of liquid which was almost in it. The whole river sank towards the sea",GPT-2
The river flowed,"The river flowed with blood.
The river flowed with blood.
The river flowed with blood.
The river flowed with blood.
The river flowed with blood.
The river flowed with blood.
The river flowed with blood.",OPT
With trembling hands,"With trembling hands. That is when I felt a light, soothing touch on my forehead.

""You have been blessed,"" said the voice. ""I know your story.""

""Who are you?""

""A God. I",GPT-Neo
With trembling hands,"With trembling hands, she ran her eyes as she saw the sun set above them. She wanted to reach for the bottle of wine she had just consumed, but she was too worried to try. He had seen how the rest of the group, including",GPT-2
With trembling hands,"With trembling hands, the man in the white shirt and red tie stood before the camera.

“I’m sorry,” he said. “I’m sorry.”

The man in the",OPT
The stars twinkled,"The stars twinkled like diamond dust as the sun set. The night sky was crystal clear. I gazed into the heavens, where a million diamonds glistened in the dark. I could have sworn that I saw the very stars, but was",GPT-Neo
The stars twinkled,"The stars twinkled as they watched with a wide smile, ""We all make an effort to make my life worth living. It's as simple as that.""

Frowning, he pulled the hood over his full head to look closely",GPT-2
The stars twinkled,"The stars twinkled in the sky as the sun set over the ocean.
The stars twinkled in the sky as the sun set over the ocean.
The stars twinkled in the sky as the sun set over the ocean",OPT
"Slowly, he turned","Slowly, he turned back and grabbed her arms, pulling down her shirt with one hand and freeing her hands with the other. He kissed her throat and neck, lightly kissing the skin near her mouth and her shoulder. And then he kissed her.",GPT-Neo
"Slowly, he turned","Slowly, he turned to my direction, and smiled with an almost happy smile on his face. ""I'm sorry. I was wrong."" I smiled back, and he smiled back too much to notice it. ""Thank you a lot, dear",GPT-2
"Slowly, he turned","Slowly, he turned his head to look at her.
""I'm sorry, I didn't mean to make you feel uncomfortable.""
""It's okay, I'm not offended.""
""I'm not offended either.""
""",OPT
The moon rose,"The moon rose to the zenith over the city. The sun was already beginning to set, and the pale blue sky was now speckled purple with the first streaks of crimson as the last clouds tinged with pink fell.

It",GPT-Neo
The moon rose,"The moon rose for another twenty-four hours. During the second half of our flight, we had been able to reach the moon's surface as the last few moments that the Moon had passed above it.

The Earth made its way through the",GPT-2
The moon rose,"The moon rose over the city of New York on the night of September 11, 2001. The city was in shock, and the world was in mourning. The moon was a bright, clear, and beautiful sight.

The moon was a",OPT
In the distance,"In the distance, the sound of a vehicle horn could be heard. As the bus slowed to a stop, the driver signaled that the traffic is stopped. Then, the driver used his turn signals and looked both ways down the road before pulling the bus",GPT-Neo
