xi,xj,LLM_model
In the kitchen,"In the kitchen, I'm a chef.  In the bedroom, I'm a dominatrix.  In the living room, I'm a dominatrix.  In the bedroom, I'm a dominatrix.  In the",OPT
She stirred the,"She stirred the rice. She was still standing so I stepped into the kitchen and took a deep breath before I let her see my concern on my face. ""I am so...so sorry. I was so scared of... of..."" I could hardly",GPT-Neo
She stirred the,"She stirred the fires of the people. The people, most of them young, looked upon her as a little girl, dressed as she was. One of them, a girl of very slight description of the age, of the name she had adopted,",GPT-2
She stirred the,"She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She",OPT
The phone vibrated,"The phone vibrated. I opened one eye. The sun was in my eye.

""What is it?"" I croaked. After a minute to make sure it wasn't an angel, I opened it.

""Your daughter's",GPT-Neo
The phone vibrated,"The phone vibrated.

What this means is, the phone becomes vibrating on its own. But this was not just the phone's source source; it was, indeed, the phone's internal source.

It says that you have",GPT-2
The phone vibrated,"The phone vibrated.
I was about to say, I thought I was the only one who got that.",OPT
With a frown,"With a frown on his face, he pointed his finger at Driskel. ""Did you tell him about the money?""

""Why should I have told him about it?""

""Because you're the one who wanted the money.""",GPT-Neo
With a frown,"With a frown, Shiro's face darkened with fear and sorrow. ""You can't come into this house.""


""Is that all?"" asked Shiro while laughing. ""I need to be the first one arrested. In my city it",GPT-2
With a frown,"With a frown on his face, he looked at the man who had just entered the room.
""I'm sorry, I didn't mean to interrupt you.""
""No, it's fine.
I was just about to go to",OPT
The ice melted,"The ice melted from our minds. I was walking into a dark room, and a girl said: ""You want to know why?"" I asked her: ""I'm not sure."" She said, ""Because you're smart; you know how to",GPT-Neo
The ice melted,"The ice melted on the surface, its ice particles were thrown down and dropped in a storm. It was a dramatic event, both physically and biologically, but the scientific community can't do anything about it.

When I learned about the event in",GPT-2
The ice melted,"The ice melted.
I'm not sure if you're joking or not, but it's not melted.
I'm not joking.  It's not melted.  It's just a picture of a lake.  It's not a",OPT
As morning came,"As morning came, I walked her to the train station, and we said goodbye.

We have been seeing each other about once a week. We have a lot in common. She is one of my dearest friends, and her sister,",GPT-Neo
As morning came,"As morning came, the train was filled with passengers who had left and arrived at the station at 8:39 a.m. They were asked to drive to the airport in South Korea and are still due back a few hours later. The train was",GPT-2
As morning came,"As morning came, the sun was shining brightly, and the sky was clear.
The air was cool and crisp, and the sun was shining brightly.
The air was cool and crisp, and the sun was shining brightly.
The air",OPT
The smoke rose,"The smoke rose straight away and hung in the air like a black cloud. Just as our eyes adjusted to the dark, we could see a fire, the orange of embers, the glow from the flames, and the smell of smoke.",GPT-Neo
The smoke rose,"The smoke rose from the small building on the right-hand side. There were two people there.

One of them tried to take pictures for their family business, but she was turned away. ""At first they were like 'no way can",GPT-2
The smoke rose,"The smoke rose from the chimney of the house, and the smell of burning wood filled the air.
The house was a small one, with a small yard and a small porch.
The porch was a small one, with a small",OPT
"Carefully, he lifted","Carefully, he lifted his hands from the sides of the bed and slowly, as he had seen the younger men do so, lifted one foot out. Then, as he dropped the other one, he turned and said, very quietly, ""Now",GPT-Neo
"Carefully, he lifted","Carefully, he lifted the back of his skull out of the air-breathing man, and let him fall from the sky. After a few minutes, he reached his bed.

He awoke again at 4 a.m., six",GPT-2
"Carefully, he lifted","Carefully, he lifted his head and looked at her.
""I'm sorry, I didn't mean to scare you.""
""I'm not scared.""
""I'm just surprised.""
""I'm not surprised.""
""",OPT
The cat purred,"The cat purred on the desk, and Lottie had to turn her head to see what had caught his attention. ""Yes, I know,"" she murmured, feeling the cat's claws digging into the wood.

""You do",GPT-Neo
The cat purred,"The cat purred and began to sing.

""Hurry!"" she yelled. ""I can't sleep!""

It was a nice cat, just so small that it could take the place of an old cat's arm. He was",GPT-2
The cat purred,"The cat purred.
I think it was more of a ""I'm going to kill you"" purr.",OPT
In the office,"In the office of the district attorney in New South Wales, police officers and lawyers are working side by side.

Their professional conversations are as revealing as their conversations with clients, witnesses, and suspects.

What do they really think about each",GPT-Neo
In the office,In the office the two most important things to avoid is that you will not find any of them and they may have other uses to you. Try to think of a little of them and try to think of something else while working. You should make up,GPT-2
In the office,"In the office, I'm a little bit of a nerd. I like to read, watch movies, and play video games. I'm also a huge fan of the Star Wars movies. I'm also a huge fan of the Star Trek movies",OPT
He typed the,"He typed the name and address of the man into the phone. Then he placed his hand on his chest, closed his eyes, and squeezed his eyes closed. He then turned and walked out the door and the man watched him go until he got to",GPT-Neo
